#node1	node2	node1_string_id	node2_string_id	node1_external_id	node2_external_id	neighborhood	fusion	cooccurence	homology	coexpression	experimental	knowledge	textmining	combined_score
glycerol	aminopyrimidin.	-100000753	-125138203	753	25138203	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.000	0.900
BACE1	pioglitazone	984380	-100004829	ENSP00000318585	4829	0.000	0.000	0.000	0.000	0.000	0.000	0.700	0.824	0.945
BACE1	F1 j	984380	-125134251	ENSP00000318585	25134251	0.000	0.000	0.000	0.000	0.000	0.900	0.800	0.000	0.979
PSEN1	BACE1	985250	984380	ENSP00000326366	ENSP00000318585	0.000	0.000	0.000	0.000	0.000	0.621	0.000	0.785	0.913
acetate	zinc	-100000175	-100023994	175	23994	0.000	0.000	0.000	0.000	0.000	0.900	0.900	0.827	0.998
APP	acetate	980902	-100000175	ENSP00000284981	175	0.000	0.000	0.000	0.000	0.000	0.900	0.900	0.204	0.991
BACE1	SCH-1359113	984380	-123627211	ENSP00000318585	23627211	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.121	0.909
BACE1	DB07415	984380	-142628075	ENSP00000318585	42628075	0.000	0.000	0.000	0.000	0.000	0.900	0.800	0.000	0.979
PSEN1	zinc	985250	-100023994	ENSP00000326366	23994	0.000	0.000	0.000	0.000	0.000	0.000	0.700	0.227	0.761
BACE1	APP	984380	980902	ENSP00000318585	ENSP00000284981	0.000	0.000	0.000	0.000	0.064	0.621	0.000	0.947	0.978
BACE1	9 IP	984380	-111500493	ENSP00000318585	11500493	0.000	0.000	0.000	0.000	0.000	0.900	0.800	0.000	0.979
BACE1	8-IP	984380	-111701820	ENSP00000318585	11701820	0.000	0.000	0.000	0.000	0.000	0.900	0.800	0.000	0.979
APP	GGA3	980902	977473	ENSP00000284981	ENSP00000245541	0.000	0.000	0.000	0.000	0.000	0.238	0.000	0.266	0.403
BACE1	Om99-2	984380	-100445649	ENSP00000318585	445649	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.000	0.919
BACE1	SureCN8270065	984380	-110283348	ENSP00000318585	10283348	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.000	0.913
DMSO	4-FP	-100000679	-103699841	679	3699841	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.027	0.900
PSEN1	NCSTN	985250	981521	ENSP00000326366	ENSP00000294785	0.000	0.000	0.000	0.000	0.000	0.999	0.900	0.752	0.999
