#node1	node2	node1_string_id	node2_string_id	node1_external_id	node2_external_id	neighborhood	fusion	cooccurence	homology	coexpression	experimental	knowledge	textmining	combined_score
PSEN2	CAPN1	989326	980567	ENSP00000355747	ENSP00000279247	0.000	0.000	0.000	0.000	0.000	0.846	0.000	0.000	0.846
PRNP	PSEN2	992007	989326	ENSP00000368748	ENSP00000355747	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.404	0.404
NOTCH3	PSENEN	979180	976538	ENSP00000263388	ENSP00000222266	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.129	0.907
ERN1	CASP7	996208	982057	ENSP00000401445	ENSP00000298700	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.425	0.424
RYR2	SRI	989281	979658	ENSP00000355533	ENSP00000265729	0.000	0.000	0.000	0.000	0.000	0.621	0.000	0.396	0.755
CTNNB1	CTNND2	987513	983107	ENSP00000344456	ENSP00000307134	0.000	0.000	0.000	0.496	0.000	0.619	0.000	0.206	0.648
PSEN1	PSENEN	985250	976538	ENSP00000326366	ENSP00000222266	0.000	0.000	0.000	0.000	0.000	0.937	0.900	0.953	0.999
CASP8	nimesulide	988504	-100004495	ENSP00000351273	4495	0.000	0.000	0.000	0.000	0.000	0.000	0.700	0.000	0.700
CIB1	PSEN1	986179	985250	ENSP00000333873	ENSP00000326366	0.000	0.000	0.000	0.000	0.000	0.621	0.000	0.134	0.649
MME	APP	988880	980902	ENSP00000353679	ENSP00000284981	0.000	0.000	0.000	0.000	0.000	0.115	0.000	0.623	0.644
MME	APLP2	988880	979203	ENSP00000353679	ENSP00000263574	0.000	0.000	0.000	0.000	0.000	0.357	0.000	0.578	0.710
APH1B	PSENEN	978827	976538	ENSP00000261879	ENSP00000222266	0.000	0.000	0.000	0.000	0.069	0.000	0.900	0.155	0.910
ENSG00000235320	PSEN1	997771	985250	ENSP00000415477	ENSP00000326366	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.543	0.543
UBC	APH1B	987558	978827	ENSP00000344818	ENSP00000261879	0.000	0.000	0.000	0.000	0.000	0.235	0.900	0.000	0.918
UBC	YME1L1	987558	984375	ENSP00000344818	ENSP00000318480	0.000	0.000	0.000	0.000	0.000	0.541	0.000	0.000	0.541
PSEN1	SureCN882998	985250	-125164607	ENSP00000326366	25164607	0.000	0.000	0.000	0.000	0.000	0.700	0.000	0.000	0.700
MTCH1	PSEN2	990832	989326	ENSP00000362718	ENSP00000355747	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.899	0.899
PSEN1	METTL2B	985250	978961	ENSP00000326366	ENSP00000262432	0.000	0.000	0.000	0.000	0.000	0.621	0.000	0.526	0.808
DLL1	PSEN1	989318	985250	ENSP00000355718	ENSP00000326366	0.000	0.000	0.000	0.000	0.000	0.621	0.000	0.677	0.869
ENSG00000235320	APOE	997771	977866	ENSP00000415477	ENSP00000252486	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.661	0.661
PSEN2	APBA2	989326	976397	ENSP00000355747	ENSP00000219865	0.000	0.000	0.000	0.000	0.000	0.620	0.000	0.247	0.694
MME	CSNK2A1	988880	976270	ENSP00000353679	ENSP00000217244	0.000	0.000	0.000	0.000	0.000	0.621	0.000	0.800	0.919
NOTCH1	GFAP	980463	977970	ENSP00000277541	ENSP00000253408	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.541	0.540
PSEN2	CSNK1A1	989326	978802	ENSP00000355747	ENSP00000261798	0.000	0.000	0.000	0.000	0.000	0.621	0.000	0.000	0.621
NCSTN	APP	981521	980902	ENSP00000294785	ENSP00000284981	0.000	0.000	0.000	0.000	0.000	0.621	0.000	0.571	0.826
PSEN2	NBPF1	989326	981084	ENSP00000355747	ENSP00000287968	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.514	0.514
APH1A	PSENEN	989829	976538	ENSP00000358105	ENSP00000222266	0.000	0.000	0.000	0.000	0.163	0.974	0.900	0.977	0.999
PSEN2	CFLAR	989326	983787	ENSP00000355747	ENSP00000312455	0.000	0.000	0.000	0.000	0.000	0.620	0.000	0.000	0.619
PSEN1	SureCN1363309	985250	-158950336	ENSP00000326366	58950336	0.000	0.000	0.000	0.000	0.000	0.700	0.000	0.000	0.700
UBC	ADAM10	987558	978579	ENSP00000344818	ENSP00000260408	0.000	0.000	0.000	0.000	0.000	0.355	0.900	0.000	0.931
PSEN2	CTNNB1	989326	987513	ENSP00000355747	ENSP00000344456	0.000	0.000	0.000	0.000	0.000	0.620	0.000	0.291	0.712
PSEN1	SureCN6893588	985250	-125164812	ENSP00000326366	25164812	0.000	0.000	0.000	0.000	0.000	0.700	0.000	0.000	0.700
APH1B	NOTCH2	978827	978219	ENSP00000261879	ENSP00000256646	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
NOTCH1	ADAM10	980463	978579	ENSP00000277541	ENSP00000260408	0.000	0.000	0.000	0.476	0.000	0.387	0.900	0.610	0.954
PSEN2	EIF2AK3	989326	983124	ENSP00000355747	ENSP00000307235	0.000	0.000	0.000	0.000	0.000	0.000	0.800	0.229	0.835
APLP2	APLP1	979203	976501	ENSP00000263574	ENSP00000221891	0.000	0.000	0.000	0.895	0.095	0.620	0.000	0.970	0.670
MME	PSEN1	988880	985250	ENSP00000353679	ENSP00000326366	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.468	0.468
CTNNB1	CSNK1A1	987513	978802	ENSP00000344456	ENSP00000261798	0.000	0.000	0.000	0.000	0.279	0.621	0.800	0.385	0.959
PSEN1	NOTCH2	985250	978219	ENSP00000326366	ENSP00000256646	0.000	0.000	0.000	0.000	0.000	0.620	0.000	0.567	0.824
PRNP	NOTCH1	992007	980463	ENSP00000368748	ENSP00000277541	0.000	0.000	0.000	0.000	0.000	0.000	0.800	0.202	0.829
NOTCH1	NOTCH3	980463	979180	ENSP00000277541	ENSP00000263388	0.000	0.000	0.000	0.939	0.066	0.620	0.900	0.956	0.961
PSEN1	CASP7	985250	982057	ENSP00000326366	ENSP00000298700	0.000	0.000	0.000	0.000	0.000	0.620	0.000	0.196	0.673
NOTCH2NL	NCSTN	989132	981521	ENSP00000354929	ENSP00000294785	0.000	0.000	0.000	0.000	0.000	0.387	0.000	0.128	0.429
PSEN2	MME	989326	988880	ENSP00000355747	ENSP00000353679	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.464	0.463
UBC	APLP2	987558	979203	ENSP00000344818	ENSP00000263574	0.000	0.000	0.000	0.000	0.000	0.748	0.000	0.000	0.748
PSEN2	TRIM11	989326	980878	ENSP00000355747	ENSP00000284551	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.402	0.401
APBA1	NOTCH2	979599	978219	ENSP00000265381	ENSP00000256646	0.000	0.000	0.000	0.000	0.000	0.621	0.000	0.000	0.621
BACE1	APLP1	984380	976501	ENSP00000318585	ENSP00000221891	0.000	0.000	0.000	0.000	0.077	0.000	0.000	0.612	0.618
FLNA	UBC	990005	987558	ENSP00000358866	ENSP00000344818	0.000	0.000	0.000	0.000	0.000	0.735	0.000	0.000	0.735
PSEN2	NOTCH1	989326	980463	ENSP00000355747	ENSP00000277541	0.000	0.000	0.000	0.000	0.000	0.620	0.800	0.688	0.973
FHL2	ESR1	984878	976039	ENSP00000322909	ENSP00000206249	0.000	0.000	0.000	0.000	0.000	0.620	0.000	0.848	0.938
NCSTN	NOTCH1	981521	980463	ENSP00000294785	ENSP00000277541	0.000	0.000	0.000	0.000	0.000	0.387	0.900	0.655	0.975
ATF6	PSEN2	989569	989326	ENSP00000356919	ENSP00000355747	0.000	0.000	0.000	0.000	0.000	0.000	0.800	0.227	0.835
MME	APLP1	988880	976501	ENSP00000353679	ENSP00000221891	0.000	0.000	0.000	0.000	0.000	0.079	0.000	0.610	0.617
PSEN2	GFAP	989326	977970	ENSP00000355747	ENSP00000253408	0.000	0.000	0.000	0.000	0.000	0.621	0.000	0.216	0.682
APH1B	ADAM10	978827	978579	ENSP00000261879	ENSP00000260408	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
CASP8	CASP3	988504	983604	ENSP00000351273	ENSP00000311032	0.000	0.000	0.000	0.874	0.000	0.989	0.900	0.984	0.999
PSEN1	YME1L1	985250	984375	ENSP00000326366	ENSP00000318480	0.000	0.000	0.000	0.000	0.000	0.621	0.000	0.198	0.675
PSEN2	sodium azide	989326	-100033557	ENSP00000355747	33557	0.000	0.000	0.000	0.000	0.000	0.000	0.150	0.800	0.824
PSEN1	GFAP	985250	977970	ENSP00000326366	ENSP00000253408	0.000	0.000	0.000	0.000	0.000	0.621	0.000	0.507	0.800
CASP3	BCL2L1	983604	982553	ENSP00000311032	ENSP00000302564	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.793	0.792
ENSG00000235396	PSEN1	997242	985250	ENSP00000410674	ENSP00000326366	0.000	0.000	0.000	0.000	0.000	0.000	0.800	0.397	0.871
BACE1	NOTCH1	984380	980463	ENSP00000318585	ENSP00000277541	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.543	0.543
CASP8	EIF2AK3	988504	983124	ENSP00000351273	ENSP00000307235	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.430	0.430
CASP8	MAPT	988504	986994	ENSP00000351273	ENSP00000340820	0.000	0.000	0.000	0.000	0.000	0.619	0.000	0.196	0.673
FLNA	PSEN2	990005	989326	ENSP00000358866	ENSP00000355747	0.000	0.000	0.000	0.000	0.000	0.620	0.000	0.275	0.706
PSEN2	CASP3	989326	983604	ENSP00000355747	ENSP00000311032	0.000	0.000	0.000	0.000	0.000	0.620	0.000	0.373	0.745
PSEN1	IL1A	985250	979164	ENSP00000326366	ENSP00000263339	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.423	0.423
CASP3	APP	983604	980902	ENSP00000311032	ENSP00000284981	0.000	0.000	0.000	0.000	0.000	0.621	0.000	0.417	0.764
PSEN1	APOE	985250	977866	ENSP00000326366	ENSP00000252486	0.000	0.000	0.000	0.000	0.000	0.115	0.000	0.752	0.765
PSEN2	APBA3	989326	984036	ENSP00000355747	ENSP00000315136	0.000	0.000	0.000	0.000	0.000	0.620	0.000	0.103	0.636
KCNIP4	PSEN1	995954	985250	ENSP00000398943	ENSP00000326366	0.000	0.000	0.000	0.000	0.000	0.621	0.000	0.182	0.669
PSEN2	nimesulide	989326	-100004495	ENSP00000355747	4495	0.000	0.000	0.000	0.000	0.000	0.000	0.700	0.000	0.700
PSEN1	NOTCH3	985250	979180	ENSP00000326366	ENSP00000263388	0.000	0.000	0.000	0.000	0.000	0.620	0.800	0.531	0.959
BACE1	ADAM10	984380	978579	ENSP00000318585	ENSP00000260408	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.750	0.750
oxygen	sodium azide	-100000977	-100033557	977	33557	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.519	0.519
PSEN1	APBA1	985250	979599	ENSP00000326366	ENSP00000265381	0.000	0.000	0.000	0.000	0.000	0.846	0.000	0.425	0.905
ERN1	ATF6	996208	989569	ENSP00000401445	ENSP00000356919	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.908	0.908
ENSG00000204301	PSEN2	991116	989326	ENSP00000364163	ENSP00000355747	0.000	0.000	0.000	0.000	0.000	0.620	0.000	0.263	0.701
CTNNB1	ESR1	987513	976039	ENSP00000344456	ENSP00000206249	0.000	0.000	0.000	0.000	0.000	0.621	0.000	0.430	0.769
NOTCH1	NOTCH2	980463	978219	ENSP00000277541	ENSP00000256646	0.000	0.000	0.000	0.946	0.000	0.000	0.900	0.840	0.904
UBC	CSNK2A1	987558	976270	ENSP00000344818	ENSP00000217244	0.000	0.000	0.000	0.000	0.000	0.849	0.000	0.000	0.849
PRNP	APP	992007	980902	ENSP00000368748	ENSP00000284981	0.000	0.000	0.000	0.000	0.089	0.621	0.000	0.500	0.803
APH1A	NCSTN	989829	981521	ENSP00000358105	ENSP00000294785	0.000	0.000	0.000	0.000	0.000	0.998	0.900	0.861	0.999
PSEN1	KCNIP3	985250	981574	ENSP00000326366	ENSP00000295225	0.000	0.000	0.000	0.000	0.000	0.937	0.000	0.306	0.953
DLL1	NOTCH3	989318	979180	ENSP00000355718	ENSP00000263388	0.000	0.000	0.000	0.802	0.000	0.846	0.900	0.801	0.986
DLL1	NOTCH1	989318	980463	ENSP00000355718	ENSP00000277541	0.000	0.000	0.000	0.811	0.000	0.620	0.900	0.974	0.966
NOTCH1	APLP2	980463	979203	ENSP00000277541	ENSP00000263574	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.427	0.427
CTNNB1	CSNK1D	987513	985053	ENSP00000344456	ENSP00000324464	0.000	0.000	0.000	0.000	0.000	0.621	0.900	0.321	0.970
APH1A	BACE1	989829	984380	ENSP00000358105	ENSP00000318585	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.751	0.750
PSEN2	CHEMBL2159690	989326	-171175091	ENSP00000355747	71175091	0.000	0.000	0.000	0.000	0.000	0.700	0.000	0.000	0.700
ATF6	CASP3	989569	983604	ENSP00000356919	ENSP00000311032	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.468	0.468
PSEN2	CTNND2	989326	983107	ENSP00000355747	ENSP00000307134	0.000	0.000	0.000	0.000	0.000	0.620	0.000	0.078	0.626
NOTCH2NL	ADAM10	989132	978579	ENSP00000354929	ENSP00000260408	0.000	0.000	0.000	0.598	0.000	0.387	0.000	0.272	0.442
ERN1	UBC	996208	987558	ENSP00000401445	ENSP00000344818	0.000	0.000	0.000	0.000	0.000	0.621	0.000	0.159	0.660
APOE	ESR1	977866	976039	ENSP00000252486	ENSP00000206249	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.467	0.467
PSEN1	CHEMBL2159690	985250	-171175091	ENSP00000326366	71175091	0.000	0.000	0.000	0.000	0.000	0.700	0.000	0.000	0.700
CTNNB1	ADAM10	987513	978579	ENSP00000344456	ENSP00000260408	0.000	0.000	0.000	0.000	0.158	0.000	0.900	0.305	0.933
PSEN1	CASP3	985250	983604	ENSP00000326366	ENSP00000311032	0.000	0.000	0.000	0.000	0.000	0.620	0.000	0.465	0.783
PSEN2	ESR1	989326	976039	ENSP00000355747	ENSP00000206249	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.169	0.911
NCSTN	APH1B	981521	978827	ENSP00000294785	ENSP00000261879	0.000	0.000	0.000	0.000	0.000	0.620	0.900	0.120	0.961
CASP3	GFAP	983604	977970	ENSP00000311032	ENSP00000253408	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.647	0.647
NOTCH1	APH1B	980463	978827	ENSP00000277541	ENSP00000261879	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.086	0.902
ADAM10	APLP1	978579	976501	ENSP00000260408	ENSP00000221891	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.431	0.430
PSEN1	CASP6	985250	979557	ENSP00000326366	ENSP00000265164	0.000	0.000	0.000	0.000	0.000	0.620	0.000	0.204	0.677
UBC	MAPT	987558	986994	ENSP00000344818	ENSP00000340820	0.000	0.000	0.000	0.000	0.000	0.995	0.000	0.173	0.996
UBQLN1	PSEN2	991399	989326	ENSP00000365576	ENSP00000355747	0.000	0.000	0.000	0.000	0.000	0.937	0.000	0.500	0.966
UBC	CASP3	987558	983604	ENSP00000344818	ENSP00000311032	0.000	0.000	0.000	0.000	0.000	0.678	0.000	0.205	0.727
APLP1	APBA2	976501	976397	ENSP00000221891	ENSP00000219865	0.000	0.000	0.000	0.000	0.070	0.000	0.000	0.402	0.406
UBQLN2	UBC	987613	987558	ENSP00000345195	ENSP00000344818	0.000	0.000	0.000	0.000	0.000	0.921	0.000	0.078	0.922
MAPT	PSEN1	986994	985250	ENSP00000340820	ENSP00000326366	0.000	0.000	0.000	0.000	0.000	0.621	0.000	0.660	0.862
ACBD3	BPNT1	989332	984407	ENSP00000355777	ENSP00000318852	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.770	0.770
NCSTN	ICAM5	981521	976511	ENSP00000294785	ENSP00000221980	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.425	0.424
NOTCH1	ESR1	980463	976039	ENSP00000277541	ENSP00000206249	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.462	0.462
PSEN2	IL1A	989326	979164	ENSP00000355747	ENSP00000263339	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.431	0.431
CASP3	EIF2AK3	983604	983124	ENSP00000311032	ENSP00000307235	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.643	0.643
MAPT	APP	986994	980902	ENSP00000340820	ENSP00000284981	0.000	0.000	0.000	0.000	0.126	0.621	0.000	0.567	0.836
PSEN2	SureCN6890838	989326	-125164609	ENSP00000355747	25164609	0.000	0.000	0.000	0.000	0.000	0.700	0.000	0.000	0.700
CASP3	CASP6	983604	979557	ENSP00000311032	ENSP00000265164	0.000	0.000	0.000	0.901	0.000	0.846	0.900	0.789	0.984
CASP1	MAPT	997177	986994	ENSP00000410076	ENSP00000340820	0.000	0.000	0.000	0.000	0.000	0.619	0.000	0.158	0.657
KCNIP1	PSEN2	995529	989326	ENSP00000395323	ENSP00000355747	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.409	0.408
PSEN2	APH1B	989326	978827	ENSP00000355747	ENSP00000261879	0.000	0.000	0.000	0.000	0.000	0.620	0.000	0.333	0.729
NOTCH1	APBA1	980463	979599	ENSP00000277541	ENSP00000265381	0.000	0.000	0.000	0.000	0.000	0.621	0.000	0.244	0.694
CTNNB1	NOTCH1	987513	980463	ENSP00000344456	ENSP00000277541	0.000	0.000	0.000	0.000	0.000	0.621	0.900	0.565	0.981
RYR3	NCSTN	992855	981521	ENSP00000373884	ENSP00000294785	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.552	0.552
PSEN2	CASP7	989326	982057	ENSP00000355747	ENSP00000298700	0.000	0.000	0.000	0.000	0.000	0.620	0.000	0.148	0.654
PSEN1	RAB11A	985250	978833	ENSP00000326366	ENSP00000261890	0.000	0.000	0.000	0.000	0.000	0.621	0.000	0.108	0.639
PSEN2	BACE1	989326	984380	ENSP00000355747	ENSP00000318585	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.611	0.611
BACE1	APLP2	984380	979203	ENSP00000318585	ENSP00000263574	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.563	0.563
PSEN1	ICAM5	985250	976511	ENSP00000326366	ENSP00000221980	0.000	0.000	0.000	0.000	0.000	0.621	0.000	0.521	0.806
NBPF1	PSENEN	981084	976538	ENSP00000287968	ENSP00000222266	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.430	0.430
CASP1	YME1L1	997177	984375	ENSP00000410076	ENSP00000318480	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.424	0.424
NOTCH3	APH1B	979180	978827	ENSP00000263388	ENSP00000261879	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.138	0.908
ATF6	EIF2AK3	989569	983124	ENSP00000356919	ENSP00000307235	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.842	0.841
PSENEN	ICAM5	976538	976511	ENSP00000222266	ENSP00000221980	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.423	0.423
ENSG00000235320	PSEN2	997771	989326	ENSP00000415477	ENSP00000355747	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.427	0.427
CTNNB1	PSEN1	987513	985250	ENSP00000344456	ENSP00000326366	0.000	0.000	0.000	0.000	0.000	0.999	0.900	0.874	0.999
PSEN2	FLNB	989326	981680	ENSP00000355747	ENSP00000295956	0.000	0.000	0.000	0.000	0.000	0.620	0.000	0.311	0.720
DLL1	ADAM10	989318	978579	ENSP00000355718	ENSP00000260408	0.000	0.000	0.000	0.455	0.000	0.621	0.900	0.922	0.979
ENSG00000235320	APP	997771	980902	ENSP00000415477	ENSP00000284981	0.000	0.000	0.000	0.000	0.126	0.000	0.000	0.514	0.546
RYR3	PSENEN	992855	976538	ENSP00000373884	ENSP00000222266	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.567	0.567
