#node1	node2	node1_string_id	node2_string_id	node1_external_id	node2_external_id	neighborhood	fusion	cooccurence	homology	coexpression	experimental	knowledge	textmining	combined_score
PPARG	LOX	981074	976940	ENSP00000287820	ENSP00000231004	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.424	0.424
oxygen	rosiglitazone	-100000977	-100077998	977	77998	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.483	0.482
CD40LG	bezafibrate	990190	-100039042	ENSP00000359663	39042	0.000	0.000	0.000	0.000	0.000	0.000	0.700	0.000	0.700
ABCA1	CYP27A1	991058	978376	ENSP00000363868	ENSP00000258415	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.541	0.540
TNF	NGF	995272	989928	ENSP00000392858	ENSP00000358525	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.610	0.609
LDLCQ3	ABCG8	981082	980149	ENSP00000287936	ENSP00000272286	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.465	0.465
LDLRAP1	cholesterol	990980	-100000304	ENSP00000363458	304	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.210	0.918
APOE	triacylglycerol	977866	-105460048	ENSP00000252486	5460048	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.690	0.968
TLR4	OLR1	990907	983356	ENSP00000363089	ENSP00000309124	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.430	0.430
VLDLR	PCSK9	992509	982644	ENSP00000371532	ENSP00000303208	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.931	0.932
GPX4	CYP3A4	987730	986634	ENSP00000346103	ENSP00000337915	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.563	0.563
LEP	CD36	983804	983238	ENSP00000312652	ENSP00000308165	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.520	0.520
CYP2D7P1	BCHE	996706	979379	ENSP00000405829	ENSP00000264381	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.467	0.467
LEP	F2	983804	983286	ENSP00000312652	ENSP00000308541	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.469	0.469
ALPP	ESR1	993237	976039	ENSP00000375881	ENSP00000206249	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.566	0.565
cholesterol	24S-hydroxycho.	-100000304	-100121948	304	121948	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.870	0.986
ELN	CD68	977832	977716	ENSP00000252034	ENSP00000250092	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.411	0.411
TNF	CALM1	995272	988220	ENSP00000392858	ENSP00000349467	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.466	0.466
TLR2	selenomethioni.	978531	-100015103	ENSP00000260010	15103	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.000	0.900
POLA1	ALB	991939	981665	ENSP00000368349	ENSP00000295897	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.853	0.853
PPARG	IL1B	981074	979165	ENSP00000287820	ENSP00000263341	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.900
UBC	LDLCQ3	987558	981082	ENSP00000344818	ENSP00000287936	0.000	0.000	0.000	0.000	0.000	0.999	0.000	0.081	0.999
INSR	TF	982723	979511	ENSP00000303830	ENSP00000264998	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.468	0.468
CALM2	KNG1	980150	979518	ENSP00000272298	ENSP00000265023	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.671	0.671
PON1	cholesterol	976554	-100000304	ENSP00000222381	304	0.000	0.000	0.000	0.000	0.000	0.000	0.700	0.469	0.836
CYP2D7P1	ALPPL2	996706	981599	ENSP00000405829	ENSP00000295453	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.507	0.507
AKT1	cholesterol	980037	-100000304	ENSP00000270202	304	0.000	0.000	0.000	0.000	0.000	0.000	0.150	0.478	0.543
ADIPOQ	NOX4	984630	979160	ENSP00000320709	ENSP00000263317	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.430	0.430
INS	LDLR	988146	977858	ENSP00000348986	ENSP00000252444	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.927	0.927
BDNF	PLG	997640	983339	ENSP00000414303	ENSP00000308938	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.336	0.929
INSR	calcium	982723	-100000271	ENSP00000303830	271	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.389	0.937
ZIC2	alanine	991387	-100000602	ENSP00000365514	602	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.470	0.470
NGF	NOS3	989928	981930	ENSP00000358525	ENSP00000297494	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.565	0.565
ALPPL2	IL6	981599	978411	ENSP00000295453	ENSP00000258743	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.660	0.659
VWF	simvastatin	978701	-100054454	ENSP00000261405	54454	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.831	0.831
TSPO	TIMP1	985548	976327	ENSP00000328973	ENSP00000218388	0.000	0.000	0.000	0.000	0.238	0.000	0.000	0.543	0.628
HLA-A	CD40LG	994791	990190	ENSP00000388526	ENSP00000359663	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.504	0.504
NR1H2	retinoic acid	977993	-100005538	ENSP00000253727	5538	0.000	0.000	0.000	0.000	0.000	0.609	0.000	0.384	0.752
INS	PPARA	988146	979024	ENSP00000348986	ENSP00000262735	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.752	0.752
HLA-A	ALPPL2	994791	981599	ENSP00000388526	ENSP00000295453	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.461	0.461
LDLCQ3	simvastatin	981082	-100054454	ENSP00000287936	54454	0.000	0.000	0.000	0.000	0.000	0.900	0.900	0.928	0.999
ALB	LDLCQ3	981665	981082	ENSP00000295897	ENSP00000287936	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.536	0.536
F3	APOH	986227	976037	ENSP00000334145	ENSP00000205948	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.610	0.609
APCS	APOA1	978103	977122	ENSP00000255040	ENSP00000236850	0.000	0.000	0.000	0.000	0.124	0.000	0.900	0.418	0.941
LPL	heparin	983439	-153477714	ENSP00000309757	53477714	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.968	0.968
LIPC	C19orf10	982096	979071	ENSP00000299022	ENSP00000262947	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.464	0.463
CD44	IFNG	980495	976847	ENSP00000278385	ENSP00000229135	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.533	0.532
IL1B	CD68	979165	977716	ENSP00000263341	ENSP00000250092	0.000	0.000	0.000	0.000	0.067	0.000	0.000	0.514	0.516
OLR1	VCAM1	983356	981518	ENSP00000309124	ENSP00000294728	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.514	0.514
DIF	LOX	995928	976940	ENSP00000398698	ENSP00000231004	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.428	0.428
CD44	TF	980495	979511	ENSP00000278385	ENSP00000264998	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.430	0.430
STAT1	IL6	988984	978411	ENSP00000354394	ENSP00000258743	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.947	0.994
ADIPOQ	PPARG	984630	981074	ENSP00000320709	ENSP00000287820	0.000	0.000	0.000	0.000	0.068	0.000	0.000	0.906	0.907
ABCG1	cholesterol	989150	-100000304	ENSP00000354995	304	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.925	0.925
SREBF2	NR1H3	988996	987246	ENSP00000354476	ENSP00000342470	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.721	0.720
TLR4	CD40	990907	990530	ENSP00000363089	ENSP00000361359	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.947	0.947
UBC	CLU	987558	984035	ENSP00000344818	ENSP00000315130	0.000	0.000	0.000	0.000	0.000	0.937	0.000	0.179	0.945
SELP	calcium	979231	-100000271	ENSP00000263686	271	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.381	0.936
CASP3	VCAM1	983604	981518	ENSP00000311032	ENSP00000294728	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.426	0.425
COG2	GOT2	989306	977459	ENSP00000355629	ENSP00000245206	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.464	0.463
CD4	cholesterol	975741	-100000304	ENSP00000011653	304	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.416	0.416
REV3L	APOB	988579	977017	ENSP00000351697	ENSP00000233242	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.410	0.409
CALM1	TF	988220	979511	ENSP00000349467	ENSP00000264998	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.462	0.462
LIPC	PON1	982096	976554	ENSP00000299022	ENSP00000222381	0.000	0.000	0.000	0.000	0.240	0.000	0.000	0.424	0.532
ENSG00000204305	SCARB1	991126	978771	ENSP00000364217	ENSP00000261693	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.468	0.468
IL8	endo-toxin	983025	-144268108	ENSP00000306512	44268108	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.902	0.902
TGFB1	estrogen	976503	-100003054	ENSP00000221930	3054	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.421	0.421
ABHD6	APOA5	981683	976779	ENSP00000295962	ENSP00000227665	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.430	0.430
ezetimibe	triacylglycerol	-100150311	-105460048	150311	5460048	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.611	0.611
LDLR	atorvastatin	977858	-100002250	ENSP00000252444	2250	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.860	0.985
PRNP	cholesterol	992007	-100000304	ENSP00000368748	304	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.785	0.785
PSEN2	CASP3	989326	983604	ENSP00000355747	ENSP00000311032	0.000	0.000	0.000	0.000	0.000	0.620	0.000	0.373	0.745
LDLRAP1	LIPC	990980	982096	ENSP00000363458	ENSP00000299022	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.123	0.906
TSPO	VTN	985548	976729	ENSP00000328973	ENSP00000226218	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.660	0.659
NGF	estrogen	989928	-100003054	ENSP00000358525	3054	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.861	0.861
CFH	glucose	989466	-100000206	ENSP00000356399	206	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.145	0.911
REV3L	CALM1	988579	988220	ENSP00000351697	ENSP00000349467	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.517	0.517
STAT3	nitric oxide	979431	-100145068	ENSP00000264657	145068	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.421	0.421
PPARG	ABCG5	981074	978600	ENSP00000287820	ENSP00000260645	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.424	0.424
ALPL	LTF	991077	976972	ENSP00000363965	ENSP00000231751	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.468	0.468
APOE	GOT2	977866	977459	ENSP00000252486	ENSP00000245206	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.509	0.508
CCR5	ICAM1	981342	979476	ENSP00000292303	ENSP00000264832	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.610	0.609
GPX1	nitric oxide	996877	-100145068	ENSP00000407375	145068	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.522	0.522
ALPL	ACE	991077	981253	ENSP00000363965	ENSP00000290866	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.541	0.540
FTH1	angiotensin II	980238	-100025476	ENSP00000273550	25476	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.817	0.817
SREBF2	PPARG	988996	981074	ENSP00000354476	ENSP00000287820	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.541	0.540
IL6	SDC1	978411	978042	ENSP00000258743	ENSP00000254351	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.427	0.427
ABCA1	SCARB1	991058	978771	ENSP00000363868	ENSP00000261693	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.833	0.833
CASP3	FGF2	983604	979406	ENSP00000311032	ENSP00000264498	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.516	0.516
ENSG00000228978	CD40	994872	990530	ENSP00000389265	ENSP00000361359	0.000	0.000	0.000	0.000	0.095	0.000	0.000	0.962	0.963
DIF	PLG	995928	983339	ENSP00000398698	ENSP00000308938	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.653	0.653
POLD1	CSN1S1	978920	977556	ENSP00000262266	ENSP00000246891	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.542	0.542
VEGFA	alanine	990487	-100000602	ENSP00000361125	602	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.315	0.929
IL18	8-Br-cAMP	980614	-100001912	ENSP00000280357	1912	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.800	0.800
BDNF	ENSG00000228978	997640	994872	ENSP00000414303	ENSP00000389265	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.466	0.466
CD44	MMP2	980495	976342	ENSP00000278385	ENSP00000219070	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.542	0.542
CREB1	PPARG	994706	981074	ENSP00000387699	ENSP00000287820	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.466	0.466
F3	IL6	986227	978411	ENSP00000334145	ENSP00000258743	0.000	0.000	0.000	0.000	0.136	0.000	0.000	0.929	0.935
POLE	ALPPL2	984840	981599	ENSP00000322570	ENSP00000295453	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.788	0.788
PLAU	CCL2	990631	976702	ENSP00000361850	ENSP00000225831	0.000	0.000	0.000	0.000	0.121	0.000	0.000	0.867	0.875
REN	CRP	980138	978101	ENSP00000272190	ENSP00000255030	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.666	0.665
ENSG00000235320	GFAP	997771	977970	ENSP00000415477	ENSP00000253408	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.514	0.514
TGFBI	ELN	997875	977832	ENSP00000416330	ENSP00000252034	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.533	0.532
TF	cholesterol	979511	-100000304	ENSP00000264998	304	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.450	0.450
ICAM1	GAPDH	979476	976853	ENSP00000264832	ENSP00000229239	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.567	0.567
TF	TTR	979511	977130	ENSP00000264998	ENSP00000237014	0.000	0.000	0.000	0.000	0.185	0.302	0.000	0.954	0.970
ABCG1	UBC	989150	987558	ENSP00000354995	ENSP00000344818	0.000	0.000	0.000	0.000	0.000	0.621	0.000	0.092	0.632
VEGFA	TLR2	990487	978531	ENSP00000361125	ENSP00000260010	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.865	0.865
CYP2B6	atorvastatin	985075	-100002250	ENSP00000324648	2250	0.000	0.000	0.000	0.000	0.000	0.000	0.800	0.819	0.962
PDGFB	ICAM1	985737	979476	ENSP00000330382	ENSP00000264832	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.426	0.425
REV3L	STAT3	988579	979431	ENSP00000351697	ENSP00000264657	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.423	0.423
ketamine	tropicamide	-100003821	-100005593	3821	5593	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.711	0.711
PLTP	NR1H4	990554	984066	ENSP00000361508	ENSP00000315442	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.916	0.916
IL10	REV3L	997416	988579	ENSP00000412237	ENSP00000351697	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.429	0.429
CALM3	TF	981274	979511	ENSP00000291295	ENSP00000264998	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.462	0.462
NR1H4	SDC1	984066	978042	ENSP00000315442	ENSP00000254351	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.844	0.844
MAP2	GFAP	988852	977970	ENSP00000353508	ENSP00000253408	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.789	0.788
CALM1	CSN1S1	988220	977556	ENSP00000349467	ENSP00000246891	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.924	0.924
NGF	SERPINE1	989928	976602	ENSP00000358525	ENSP00000223095	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.854	0.854
DIF	HMOX1	995928	976158	ENSP00000398698	ENSP00000216117	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.925	0.925
LPL	MTTP	983439	979623	ENSP00000309757	ENSP00000265517	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.649	0.649
CD36	CRP	983238	978101	ENSP00000308165	ENSP00000255030	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.426	0.425
NOX4	homocysteine	979160	-100000778	ENSP00000263317	778	0.000	0.000	0.000	0.000	0.000	0.000	0.700	0.121	0.728
VLDLR	SCARB1	992509	978771	ENSP00000371532	ENSP00000261693	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.878	0.878
TLR4	IL6	990907	978411	ENSP00000363089	ENSP00000258743	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.840	0.839
PTGS2	simvastatin	989478	-100054454	ENSP00000356438	54454	0.000	0.000	0.000	0.000	0.000	0.000	0.150	0.835	0.855
UBA52	CREB1	994748	994706	ENSP00000388107	ENSP00000387699	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.465	0.465
sterol	ceramide	-100001107	-100002506	1107	2506	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.489	0.489
PDGFB	POLD1	985737	978920	ENSP00000330382	ENSP00000262266	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.431	0.430
SELE	GAPDH	985890	976853	ENSP00000331736	ENSP00000229239	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.469	0.469
F7	CRP	991234	978101	ENSP00000364731	ENSP00000255030	0.000	0.000	0.000	0.000	0.072	0.000	0.000	0.653	0.656
PLTP	SCARB1	990554	978771	ENSP00000361508	ENSP00000261693	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.612	0.611
CASP3	beta-sitosterol	983604	-100006744	ENSP00000311032	6744	0.000	0.000	0.000	0.000	0.000	0.000	0.700	0.800	0.938
LPL	CD36	983439	983238	ENSP00000309757	ENSP00000308165	0.000	0.000	0.000	0.000	0.088	0.000	0.000	0.648	0.657
PLG	ACE	983339	981253	ENSP00000308938	ENSP00000290866	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.612	0.611
APOE	fenofibrate	977866	-100003339	ENSP00000252486	3339	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.260	0.923
gemfibrozil	bezafibrate	-100003463	-100039042	3463	39042	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.711	0.711
APOC2	gemfibrozil	977868	-100003463	ENSP00000252490	3463	0.000	0.000	0.000	0.000	0.000	0.000	0.330	0.163	0.422
NR1H3	REN	987246	980138	ENSP00000342470	ENSP00000272190	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.828	0.828
